video_id,timestamp
8OwwEnsqqIY,"['0:00:06.000', '00:00:18.000']"
4HI-mC8j1bE,"['0:03:26.639', '00:03:54.639']"
BHoEzv-eyXA,"['0:03:42.789', '00:04:30.788']"
-Oq7peLcy_E,"['0:01:09.502', '00:01:25.501']"
8QrcztYs2ds,"['0:03:04.633', '00:03:16.633']"
4IrmQXSwn7U,"['0:00:30.864', '00:00:42.864']"
13PWPX5Bb2A,"['0:10:01.200', '00:10:49.200']"
2RVZWATfHm0,"['0:01:47.907', '00:02:11.906']"
6wtdfXR8nV8,"['0:02:40.100', '00:03:08.099']"
9qbWnK3Sxnk,"['0:00:41.074', '00:01:29.073']"
17CzgiZPsCQ,"['0:15:23.255', '00:15:35.254']"
5bhouB7Mkbs,"['0:06:34.961', '00:07:22.961']"
2VLOr-SnUfI,"['0:00:38.171', '00:00:58.170']"
744Ak45BSAI,"['0:00:13.160', '00:00:33.159']"
BJqEkZu_g1M,"['0:01:19.871', '00:01:47.870']"
CtohHBhfrsQ,"['0:00:16.449', '00:01:00.448']"
4MpL9uEJjtU,"['0:01:03.482', '00:01:27.481']"
9skVsJTYkTI,"['0:10:41.374', '00:10:57.374']"
17NlbfF8RiM,"['0:00:05.021', '00:00:17.021']"
BLhAK7UqdIM,"['0:03:24.204', '00:03:40.204']"
-agDc5-5zP8,"['0:00:06.000', '00:00:52.000']"
2Xz6ncDECSg,"['0:01:35.028', '00:01:59.027']"
8RlhiJiHBC0,"['0:04:01.007', '00:04:49.007']"
BMDqOQ0H16E,"['0:00:07.200', '00:00:19.199']"
Cy7q6GohH2k,"['0:04:00.173', '00:04:24.173']"
5dUUeXIflqs,"['0:02:10.330', '00:02:42.330']"
-ahoFJtzJpM,"['0:00:05.972', '00:00:17.972']"
2YkoxQf4RUo,"['0:00:40.510', '00:00:52.509']"
2a-Xi5DqBxs,"['0:00:28.028', '00:00:40.027']"
5jqRVKKtImg,"['0:00:16.483', '00:00:36.483']"
1CT_G59cKig,"['0:03:47.840', '00:04:23.840']"
4Mr9XVxEKig,"['0:00:05.972', '00:00:53.972']"
9tBUNv4INJc,"['0:04:21.160', '00:05:07.160']"
77AqRMPGaBk,"['0:00:33.349', '00:01:21.348']"
CzROQVE5odE,"['0:01:41.201', '00:02:17.200']"
4NceMKS7Xcs,"['0:05:18.017', '00:05:38.016']"
-hq1-6lbvlw,"['0:01:01.440', '00:01:41.439']"
BN3ssl3sj4s,"['0:02:14.467', '00:02:56.467']"
8V_vK5aJIjA,"['0:02:47.867', '00:03:35.866']"
9tCjHzs98Tg,"['0:00:05.972', '00:00:33.972']"
77lYpq3-AQk,"['0:05:51.184', '00:06:27.183']"
1Cg3BApCGSk,"['0:02:05.708', '00:02:53.707']"
2abTptUYXH8,"['0:08:28.140', '00:09:16.139']"
5jvbKytQsK0,"['0:01:12.972', '00:02:00.971']"
4PMPjxQly1s,"['0:01:39.400', '00:02:15.400']"
5keaPdxXgww,"['0:00:26.393', '00:00:38.393']"
CzjEVXNIzUQ,"['0:03:00.914', '00:03:48.913']"
8VlclsR47Gk,"['0:02:09.440', '00:02:49.439']"
-i4mhkRtyds,"['0:00:53.833', '00:01:35.832']"
BTNosbVc7Xk,"['0:06:01.794', '00:06:49.793']"
5ly0-gPOXjs,"['0:06:21.781', '00:06:33.781']"
8W5Y5hnzXnY,"['0:02:09.829', '00:02:25.829']"
CzyVkvvO_5g,"['0:06:59.786', '00:07:15.786']"
8WF_gnkBOiE,"['0:05:06.539', '00:05:22.538']"
7Bk0debx7xU,"['0:07:56.342', '00:08:44.341']"
9vS2FL5Q3ew,"['0:02:53.666', '00:03:39.665']"
2arzbPcFEU4,"['0:00:06.000', '00:00:52.000']"
4R_pjxsnvjo,"['0:00:36.000', '00:01:22.000']"
9wLpoEZWrWk,"['0:05:38.638', '00:05:50.637']"
BVIW_O-GyEA,"['0:02:10.430', '00:02:58.430']"
D7-F3rQX4VI,"['0:07:55.541', '00:08:27.540']"
1GrbhrZHvVo,"['0:00:33.100', '00:01:19.099']"
4S5T_JXmVes,"['0:10:21.840', '00:10:37.840']"
5mQNFr0_zHo,"['0:04:24.464', '00:05:06.463']"
-m36zDVfV3k,"['0:01:56.649', '00:02:38.649']"
1HLNKxFVN8A,"['0:00:16.549', '00:00:32.548']"
8cnS6k-_LIE,"['0:01:17.080', '00:01:57.079']"
7CC70Vxuvyc,"['0:02:28.648', '00:03:16.647']"
5nr_u2EzSOY,"['0:00:10.010', '00:00:34.009']"
DBMJ0m0DrAI,"['0:00:06.000', '00:00:38.000']"
2dCMrNm4-hA,"['0:00:56.040', '00:01:38.039']"
BY5GJs-MN_8,"['0:00:11.120', '00:00:47.119']"
DI86wa0783w,"['0:00:10.944', '00:00:22.944']"
-o1cl1ebXnE,"['0:03:42.589', '00:04:14.588']"
9yV8Igm2RLQ,"['0:04:50.583', '00:05:36.582']"
2eptl8G0230,"['0:02:17.270', '00:02:33.270']"
DN6ptwZzhi8,"['0:01:05.632', '00:01:17.632']"
4SXWcnaPgow,"['0:01:18.233', '00:02:04.233']"
A-DmOQMhPIA,"['0:03:25.291', '00:03:37.290']"
1HLd9XMDJyg,"['0:01:37.797', '00:02:25.796']"
DTyRd-8R6II,"['0:00:05.972', '00:00:17.972']"
4U7e4VTJ8-o,"['0:05:00.500', '00:05:12.500']"
5oTzQXJnrv8,"['0:01:14.841', '00:01:54.840']"
8dWqjMSERg8,"['0:13:59.772', '00:14:47.772']"
B_MtQ45dxEY,"['0:09:14.554', '00:10:02.553']"
7DSE0grb-k4,"['0:12:53.522', '00:13:39.522']"
2kOJ-4t7hdA,"['0:01:10.958', '00:01:42.957']"
BjGifUX3FVI,"['0:00:06.000', '00:00:22.000']"
-qY1TDqYUds,"['0:06:49.160', '00:07:35.159']"
1JqQZEDDm0A,"['0:06:23.783', '00:06:51.783']"
DU0h3s8gXLw,"['0:00:06.000', '00:00:38.000']"
BkzofrrQaXQ,"['0:00:15.040', '00:00:35.039']"
A1yi9ySxYzw,"['0:04:32.455', '00:05:20.454']"
4VdsCTqv7Jk,"['0:00:21.354', '00:01:03.353']"
Bo2LcLjmTv0,"['0:00:32.240', '00:00:44.240']"
DVnCxCJw-g0,"['0:01:01.494', '00:01:17.493']"
5p5jKlFqlGA,"['0:14:09.348', '00:14:57.347']"
8e6pc3kfWcg,"['0:00:35.666', '00:01:19.665']"
2l76NDKHHEw,"['0:00:05.972', '00:00:41.972']"
A3SOa6LRYCg,"['0:00:19.266', '00:00:39.265']"
BpZoVb6ggYc,"['0:00:11.933', '00:00:23.932']"
7F64r4Z2eYU,"['0:03:39.018', '00:04:27.018']"
4VljmyydJTI,"['0:00:06.000', '00:00:30.000']"
5sQ3GHNBp0o,"['0:08:06.833', '00:08:18.833']"
8iic-27XSWc,"['0:04:30.360', '00:04:46.360']"
1KvfwdxP7zQ,"['0:05:01.433', '00:05:47.432']"
-sYbiCvLRpU,"['0:00:05.972', '00:00:53.972']"
5uq5mBNjuPY,"['0:00:16.216', '00:00:28.216']"
-saN-rJ47TQ,"['0:06:17.360', '00:06:29.360']"
5v8fHk0ElQ4,"['0:04:48.554', '00:05:00.553']"
8ilFeg7dPIU,"['0:00:06.000', '00:00:30.000']"
1L5mQXgPUyQ,"['0:05:45.595', '00:06:01.595']"
2lx5sCEJwEg,"['0:00:09.009', '00:00:49.009']"
A4T4FrSGDkk,"['0:00:13.513', '00:01:01.512']"
8ivMIjoX-m0,"['0:00:13.783', '00:00:25.783']"
D_-YEzb0rqo,"['0:00:20.420', '00:01:08.420']"
1Lob2E5eX3Y,"['0:00:09.500', '00:00:21.500']"
Btwc15WSvvc,"['0:01:04.597', '00:01:52.596']"
7FRe4_7wTec,"['0:02:30.016', '00:03:14.015']"
-sugrjSmTi8,"['0:00:17.650', '00:00:37.649']"
A4vhzAnkZZg,"['0:09:22.194', '00:09:38.193']"
1MJMTIHW5ds,"['0:06:01.094', '00:06:17.093']"
4WxA8dWNI3A,"['0:05:59.400', '00:06:45.399']"
5vCB2yGwSVk,"['0:02:40.093', '00:03:28.093']"
-t2HYLSmwfc,"['0:02:20.983', '00:02:32.983']"
BuUTn0FuhG8,"['0:00:40.840', '00:00:56.840']"
8lS28Pdho8o,"['0:04:40.400', '00:05:08.399']"
7GDbHjVIuAw,"['0:02:09.796', '00:02:45.795']"
DbJvvqIAL8o,"['0:02:45.080', '00:03:17.079']"
2sUy3JWvgE8,"['0:04:17.490', '00:05:05.490']"
A7m0BvVzsxA,"['0:09:42.133', '00:10:28.133']"
BvFd6DPX8sk,"['0:01:23.833', '00:01:55.832']"
DdPRiHK2gmE,"['0:00:56.520', '00:01:16.520']"
8ohCCsgh3OM,"['0:01:34.594', '00:02:02.593']"
7J56WCstyNY,"['0:05:16.316', '00:05:40.315']"
5vNwAlFYbTk,"['0:08:10.120', '00:08:56.120']"
1QbzN2nNDWE,"['0:00:54.440', '00:01:40.439']"
4YYSU7wmsTk,"['0:00:55.666', '00:01:39.665']"
-tqK788uJvw,"['0:06:35.166', '00:07:21.165']"
A7p1ggZPoPQ,"['0:00:14.781', '00:00:26.780']"
5wTG7KUnqFU,"['0:00:48.481', '00:01:00.481']"
7M0Ojl5cDXU,"['0:00:05.355', '00:00:41.355']"
2v4PEbfqavQ,"['0:01:32.694', '00:02:20.694']"
AKarqCys9Hc,"['0:02:05.291', '00:02:33.290']"
-vPzVElJH8k,"['0:03:21.067', '00:03:45.067']"
Bw2sATmgpFM,"['0:04:02.075', '00:04:44.074']"
AKmOG5g6cB4,"['0:07:11.000', '00:07:23.000']"
8pjAqD3qqXs,"['0:03:06.486', '00:03:54.485']"
DiFhXCDZqQ0,"['0:01:56.360', '00:02:42.360']"
-wCecOEtcV4,"['0:00:32.465', '00:00:52.465']"
6-YiV4YA0qc,"['0:01:13.160', '00:01:55.159']"
2ye7lrpLPoU,"['0:11:25.151', '00:11:45.150']"
1SP3cH2EfPE,"['0:01:56.015', '00:02:44.014']"
DkGI5ckD1ac,"['0:00:06.000', '00:00:18.000']"
4Yuolx_5rdQ,"['0:01:50.910', '00:02:34.909']"
AO4iXJ2fceY,"['0:00:40.507', '00:01:00.506']"
6-t35lkCK_8,"['0:06:22.632', '00:06:42.632']"
1T79iy6JJqA,"['0:00:26.600', '00:00:38.600']"
DkkiRtbFQI0,"['0:19:12.551', '00:19:28.550']"
AOgGEHoSeik,"['0:01:01.994', '00:01:17.993']"
2zkjmKkA6Zg,"['0:14:36.075', '00:15:00.075']"
1UC1VoqrJ4I,"['0:01:49.959', '00:02:05.959']"
8sIZuoFpShM,"['0:14:21.400', '00:14:49.399']"
60JIVydt1iw,"['0:05:00.720', '00:05:16.720']"
4fcGC5dvl_Q,"['0:02:05.291', '00:02:33.290']"
-y2GpoYYTkc,"['0:03:08.933', '00:03:44.932']"
Byxo2Si-VrQ,"['0:02:31.680', '00:03:17.680']"
AOvlkGiCLGo,"['0:04:14.621', '00:04:34.620']"
62xpDFHCOw8,"['0:00:06.000', '00:00:30.000']"
7M5J4WZ4s6E,"['0:03:48.895', '00:04:36.894']"
8spRnWT-InU,"['0:00:05.972', '00:00:29.972']"
AQpzJaMYnus,"['0:04:21.060', '00:04:33.060']"
64X_G0R0MtI,"['0:01:08.835', '00:01:32.835']"
DlsS6pznM7w,"['0:03:24.804', '00:03:56.804']"
33tsRvNj6U8,"['0:09:45.184', '00:10:33.183']"
8t-O1804MG0,"['0:00:52.018', '00:01:08.018']"
AUCcnBBDoKw,"['0:00:22.200', '00:00:34.200']"
1W1JR_A3PRA,"['0:02:37.640', '00:03:23.639']"
Dnasc2GDHhw,"['0:00:05.972', '00:00:21.972']"
34CASfs1AvM,"['0:00:10.977', '00:00:26.977']"
-y9zypXvBt4,"['0:03:37.850', '00:04:17.850']"
4mf85CKAhRQ,"['0:08:42.922', '00:09:30.922']"
7MvXv66b5h4,"['0:15:00.232', '00:15:48.231']"
DnuHINnxlyc,"['0:00:42.566', '00:00:54.566']"
BzFsszXFvAA,"['0:01:16.743', '00:02:04.742']"
64e4S3Bo9Hw,"['0:00:05.505', '00:00:37.505']"
7OJ5E08Gtok,"['0:01:06.466', '00:01:22.465']"
Dpx67I6Dbrg,"['0:02:51.208', '00:03:07.207']"
8tTcgqpJ8FI,"['0:06:02.128', '00:06:44.127']"
C-1fmMCFvpc,"['0:01:30.490', '00:01:46.489']"
1WHdfcCe8_Q,"['0:00:05.972', '00:00:37.972']"
36baX3U84dE,"['0:03:52.348', '00:04:24.348']"
AWIGjEAoqJQ,"['0:06:57.433', '00:07:43.432']"
Dr-Wv_Bl2OQ,"['0:14:02.983', '00:14:14.982']"
-yBCVuDQA7w,"['0:03:03.016', '00:03:51.015']"
C0Twkbo7NMY,"['0:04:53.520', '00:05:17.519']"
AYDAdxXcWko,"['0:00:21.633', '00:00:37.632']"
4mhm331YV6s,"['0:02:29.640', '00:03:15.639']"
8yGIr2ZAddM,"['0:05:51.017', '00:06:31.016']"
653EF2x_ABc,"['0:01:34.310', '00:02:22.310']"
7T3CGL4vFTc,"['0:02:01.200', '00:02:33.199']"
AYlkuI3kPiQ,"['0:01:12.720', '00:01:28.719']"
65oF1Gc1r0c,"['0:01:05.131', '00:01:17.131']"
388P9Ku_VvA,"['0:44:20.520', '00:45:06.519']"
Dtx_WBAflUw,"['0:01:46.000', '00:02:26.000']"
1X1WsyyS848,"['0:00:06.000', '00:00:52.000']"
C378eJ7tQTI,"['0:01:07.467', '00:01:35.466']"
67R-b3tli1M,"['0:00:45.812', '00:01:01.811']"
1YJYQb2HjNI,"['0:07:29.982', '00:07:45.981']"
C3FMcnc6yhQ,"['0:00:14.147', '00:00:30.146']"
8yWoSPoYYcQ,"['0:11:47.973', '00:12:35.972']"
-zRbcuE44WM,"['0:07:46.399', '00:08:34.399']"
4o_HlVkfF3U,"['0:01:32.959', '00:02:20.959']"
DuCfmnDHx9s,"['0:05:53.186', '00:06:25.185']"
7cmPiaN1Daw,"['0:00:49.560', '00:01:35.560']"
C5w8arexuOM,"['0:00:18.975', '00:00:34.975']"
AcEowu2CPQA,"['0:03:49.020', '00:04:39.019']"
38SZAwKDzMU,"['0:03:31.733', '00:04:17.733']"
4qwd86vLajA,"['0:01:14.574', '00:01:34.573']"
Ag6D8RGQnjw,"['0:02:41.280', '00:02:57.280']"
69p0xhLBdTo,"['0:03:25.340', '00:04:05.340']"
C7bIYvTAucA,"['0:00:05.705', '00:00:29.704']"
-zS3AFtYt_c,"['0:01:53.200', '00:02:21.199']"
DuwMRCoe_x8,"['0:10:14.563', '00:11:02.562']"
1ZsjI9QgWd8,"['0:01:44.737', '00:02:32.736']"
7eHzqpLKVrw,"['0:08:58.766', '00:09:38.765']"
90g_SfCwnrY,"['0:06:36.129', '00:07:24.129']"
7fk5tAlodZs,"['0:00:40.974', '00:00:56.973']"
DztGppJaqTs,"['0:01:35.178', '00:01:55.177']"
390Cjfy5P3s,"['0:03:21.301', '00:04:03.300']"
C96UgzUXzKA,"['0:03:58.671', '00:04:30.670']"
6Cp202AkyOc,"['0:00:10.877', '00:00:46.877']"
4sHAYoBDS24,"['0:00:24.891', '00:01:12.890']"
1_tREJwMlXY,"['0:03:43.791', '00:04:19.790']"
7iAQQwk1vT8,"['0:03:31.044', '00:03:47.044']"
AigvHHl-P6g,"['0:01:26.040', '00:02:12.039']"
4tN8aR0-8vQ,"['0:00:26.409', '00:00:38.408']"
1bz4EXnFa78,"['0:00:53.853', '00:01:09.853']"
0-RdxBdJ7PY,"['0:07:07.276', '00:07:55.276']"
3A-lgG14Gxs,"['0:06:03.963', '00:06:31.963']"
6DkaXkDFXSo,"['0:02:42.233', '00:02:58.233']"
AkvMMfpXzzc,"['0:00:29.863', '00:00:49.862']"
1c32QicBlmQ,"['0:00:05.989', '00:00:21.989']"
91cCVs2thNY,"['0:09:13.640', '00:09:59.639']"
E-SlIH8x18Q,"['0:01:00.794', '00:01:40.793']"
3DZ3PggZ8G8,"['0:12:48.033', '00:13:04.033']"
Aler4a5zVok,"['0:04:03.710', '00:04:15.710']"
3DmdB6XL8a8,"['0:01:50.343', '00:02:02.343']"
CAMPgeDtHQg,"['0:03:18.665', '00:04:06.664']"
4u9jL-G430U,"['0:00:10.944', '00:00:46.944']"
7inEdM6OobA,"['0:00:11.000', '00:00:57.000']"
AmAXuw5C8VM,"['0:00:05.305', '00:00:21.304']"
01ClwU3T5cs,"['0:04:59.640', '00:05:45.639']"
3EE4CEN32I4,"['0:03:35.181', '00:03:51.180']"
6GjYqgabn88,"['0:02:10.125', '00:02:56.125']"
CC9xXoxxbC0,"['0:05:07.750', '00:05:27.750']"
1eS7SppRJng,"['0:02:37.600', '00:03:17.599']"
4uZR5HxKL2s,"['0:00:43.543', '00:01:03.542']"
7j4rawFO560,"['0:00:08.174', '00:00:24.173']"
CCrdApH01t8,"['0:00:11.811', '00:00:23.811']"
92DitX-C7Kw,"['0:02:11.898', '00:02:57.897']"
CDCLWcc-VeA,"['0:00:13.413', '00:00:29.413']"
E-XdOqY5s68,"['0:03:49.696', '00:04:37.696']"
93XkFOw5kzg,"['0:03:13.593', '00:03:25.592']"
AmStHwizc3I,"['0:13:26.038', '00:14:10.038']"
01vFLzSwg1c,"['0:06:41.918', '00:07:29.918']"
94NfA9qBPWI,"['0:01:23.116', '00:01:39.115']"
6IUJgiKJ_mE,"['0:00:29.680', '00:01:01.679']"
4v72yyGU03I,"['0:01:48.040', '00:02:34.039']"
7m_makegwn0,"['0:02:20.480', '00:03:00.479']"
3Q0jyFFI7cY,"['0:00:11.302', '00:01:01.301']"
1fvWsOIBRhk,"['0:05:18.766', '00:06:00.766']"
6IsOBHzOkFs,"['0:01:46.973', '00:02:02.972']"
95wWA6zSVEY,"['0:00:41.441', '00:00:57.441']"
7nBOlu59z5c,"['0:03:42.755', '00:03:58.754']"
6KPWaJsPUdg,"['0:09:28.301', '00:09:40.301']"
4xNws0f_cw4,"['0:07:55.174', '00:08:19.173']"
CFufZC4ZAxg,"['0:09:47.920', '00:10:35.919']"
3Q7_JQDt4W4,"['0:01:15.575', '00:01:39.575']"
E4ygETWOwak,"['0:00:05.972', '00:00:53.972']"
AoMyzmcQ--4,"['0:00:05.972', '00:00:49.972']"
04L4qQspnIc,"['0:02:08.294', '00:02:52.294']"
3RSYZwHK6ek,"['0:04:08.133', '00:04:20.133']"
CGJ289-IuKw,"['0:15:50.749', '00:16:06.749']"
98OdlZwKj4k,"['0:00:38.038', '00:01:06.037']"
1g-a2iB_jyw,"['0:06:40.967', '00:07:08.966']"
6L6DKv8lvIw,"['0:01:54.047', '00:02:22.046']"
E51C-Cd399Q,"['0:02:07.066', '00:02:23.066']"
CMZ3TWNRU9M,"['0:02:57.877', '00:03:09.877']"
7oBZ08hDVec,"['0:00:08.074', '00:00:56.073']"
0C-p2fo8B6s,"['0:00:05.972', '00:00:29.972']"
CO2OgYp53QU,"['0:26:10.880', '00:26:26.880']"
1gG0hze7PGQ,"['0:04:13.353', '00:04:41.353']"
4z-v8VOOVmM,"['0:11:55.781', '00:12:43.780']"
3Tpl1xIE2qU,"['0:00:26.826', '00:01:08.825']"
At-CgaAbr20,"['0:00:11.900', '00:00:57.899']"
6MLu86vLm98,"['0:00:48.681', '00:01:28.680']"
E56iatnLsAk,"['0:22:40.258', '00:23:12.258']"
7rcOo-HKWlc,"['0:03:40.954', '00:04:12.954']"
3U6divmWoZ8,"['0:02:20.073', '00:02:44.073']"
9A2-y6_ArM8,"['0:10:06.272', '00:10:54.272']"
1gqbU0KxAXo,"['0:00:30.730', '00:00:58.730']"
6OELsjXETyE,"['0:02:38.700', '00:02:50.699']"
3UYef1CF9dQ,"['0:05:26.893', '00:05:38.893']"
9AW7yLq1GqQ,"['0:00:05.972', '00:00:21.972']"
0C9UO9l-8LM,"['0:00:05.972', '00:00:53.972']"
AtAUnJ4lWz0,"['0:00:43.109', '00:01:11.109']"
50SCK_17O28,"['0:02:27.931', '00:03:03.931']"
COQxC7v8Aw8,"['0:05:23.323', '00:06:11.322']"
1hrS_xrg4Qg,"['0:00:27.166', '00:00:51.165']"
0Cqvo0qrjK8,"['0:00:17.283', '00:00:29.283']"
CQ1JjyJwV7Q,"['0:00:28.228', '00:00:40.228']"
